key,date,mobility_driving,mobility_transit,mobility_walking,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
AE,2020-05-24,-43.36,,-39.64,-51,-21,-68,-61,-29,21
AF,2020-05-16,,,,-28,-1,-12,-34,-23,12
AG,2020-05-16,,,,-39,-23,-18,-52,-38,26
AL,2020-05-24,-46.61,,-57.44,,,,,,
AO,2020-05-16,,,,-35,-16,-15,-40,-4,17
AR,2020-05-24,-76.19,,-83.17,-72,-19,-89,-51,-27,20
AR_A,2020-05-16,,,,-61,-12,-82,-16,-11,14
AR_C,2020-05-16,,,,-74,-22,-91,-50,-33,21
AR_D,2020-05-16,,,,-72,-17,-89,-77,-17,15
AR_E,2020-05-16,,,,-71,-16,-91,-70,-14,16
AR_F,2020-05-16,,,,-63,-7,-93,-67,-13,16
AR_G,2020-05-16,,,,-72,-19,-82,-75,-19,16
AR_H,2020-05-16,,,,-70,-12,-89,-74,-18,16
AR_J,2020-05-16,,,,-63,-2,-87,-73,-9,15
AR_K,2020-05-16,,,,-55,6,-87,-48,0,14
AR_L,2020-05-16,,,,-65,-6,-81,-40,-12,15
AR_M,2020-05-16,,,,-66,-19,-87,-36,-18,20
AR_N,2020-05-16,,,,-65,-20,-81,-81,-14,16
AR_P,2020-05-16,,,,-76,-14,-79,-3,-8,13
AR_Q,2020-05-16,,,,-71,-20,-90,-38,-24,22
AR_R,2020-05-16,,,,-78,-36,-90,-90,-29,23
AR_S,2020-05-16,,,,-68,-14,-92,-23,-19,19
AR_T,2020-05-16,,,,-65,-7,-80,-79,-13,15
AR_U,2020-05-16,,,,-69,-22,-90,-78,-23,21
AR_V,2020-05-16,,,,-67,-24,-82,-84,-30,20
AR_W,2020-05-16,,,,-65,-17,-85,-71,-12,14
AR_X,2020-05-16,,,,-71,-24,-90,-74,-24,20
AR_Y,2020-05-16,,,,-56,-3,-76,-62,-5,13
AR_Z,2020-05-16,,,,-66,-17,-85,-82,-19,17
AT,2020-05-24,-13.87,,-47.08,-32,-13,5,-35,-12,5
AT_11,2020-05-24,16.43,,,-33,-20,97,-33,-5,6
AT_12,2020-05-24,0.8,,,-18,-8,82,-40,-3,4
AT_13,2020-05-16,,,,-32,-7,27,-27,-11,4
AT_21,2020-05-24,7.57,,,-29,-9,-29,-37,-12,6
AT_22,2020-05-24,-2.01,,,-28,-13,6,-34,-10,5
AT_31,2020-05-24,-4.9,,,-28,-9,70,-26,-5,4
AT_32,2020-05-24,-34.02,,,-49,-19,-39,-62,-26,5
AT_33,2020-05-24,-41.21,,,-53,-28,-60,-64,-33,8
AT_34,2020-05-24,-14.91,,,-35,-13,-38,-50,-21,6
AU,2020-05-24,-25.88,-63.91,-47.26,-26,3,-14,-41,-22,9
AU_ACT,2020-05-24,-14.63,,,-24,4,50,-37,-18,8
AU_NSW,2020-05-24,-21.65,,,-28,4,-27,-38,-23,9
AU_NT,2020-05-24,-13.97,,,-5,16,29,-26,-11,4
AU_QLD,2020-05-24,-23.02,,,-21,5,-10,-43,-20,8
AU_SA,2020-05-24,-26.32,,,-19,7,-7,-32,-19,8
AU_TAS,2020-05-24,-60.02,,,-34,-18,-55,-56,-24,12
AU_VIC,2020-05-24,-26.3,,,-32,-1,-11,-47,-25,11
AU_WA,2020-05-24,-35.42,,,-20,8,-19,-41,-16,8
AW,2020-05-16,,,,-54,-15,-28,-64,-42,19
BA,2020-05-16,,,,-26,-5,23,-22,-12,3
BB,2020-05-16,,,,-59,-37,-43,-67,-43,18
BD,2020-05-16,,,,-55,-32,-28,-51,-27,18
BE,2020-05-24,-19.94,-52.64,-26.65,-54,-14,-6,-36,-18,13
BF,2020-05-16,,,,-17,-8,-5,-27,9,8
BG,2020-05-24,-19.21,,-44.01,-26,-7,26,-24,-9,-1
BH,2020-05-16,,,,-41,-18,-38,-34,-17,17
BJ,2020-05-16,,,,-11,5,9,-5,8,4
BO,2020-05-16,,,,-89,-89,-85,-88,-73,38
BR,2020-05-24,-53.91,-81.67,-68.56,-55,-8,-56,-46,-21,15
BR_AC,2020-05-16,,,,-60,-9,-48,-69,-20,13
BR_AL,2020-05-24,-61.59,,,-62,-19,-64,-62,-26,14
BR_AM,2020-05-24,-16.85,,,-55,-6,-54,-33,-26,14
BR_AP,2020-05-16,,,,-66,-17,-57,-77,-38,19
BR_BA,2020-05-24,-57.87,,,-59,-15,-58,-58,-23,16
BR_CE,2020-05-24,-62.04,,,-76,-29,-71,-68,-39,20
BR_DF,2020-05-24,-36.46,,,-56,-1,-66,-33,-21,16
BR_ES,2020-05-24,-52.27,,,-58,-14,-72,-54,-20,15
BR_GO,2020-05-24,-36.29,,,-44,2,-30,-26,-11,12
BR_MA,2020-05-24,-42.09,,,-66,-16,-54,-69,-29,18
BR_MG,2020-05-24,-48.92,,,-51,-1,-36,-39,-15,13
BR_MS,2020-05-24,-47.48,,,-28,4,-29,-31,-4,9
BR_MT,2020-05-24,-22.41,,,-33,3,-22,-31,-4,8
BR_PA,2020-05-24,-43.73,,,-63,-20,-56,-59,-29,18
BR_PB,2020-05-24,-58.49,,,-69,-14,-71,-58,-29,16
BR_PE,2020-05-24,-60.53,,,-72,-30,-68,-62,-36,19
BR_PI,2020-05-24,-49.3,,,-74,-29,-47,-80,-34,21
BR_PR,2020-05-24,-52.27,,,-41,2,-40,-35,-11,11
BR_RJ,2020-05-24,-65.91,,,-63,-12,-73,-51,-30,17
BR_RN,2020-05-24,-61.37,,,-67,-26,-76,-64,-29,18
BR_RO,2020-05-24,-36.62,,,-40,0,-24,-60,-8,10
BR_RR,2020-05-24,-28.48,,,-52,-9,-51,-64,-14,14
BR_RS,2020-05-24,-52.89,,,-41,-1,-47,-37,-13,13
BR_SC,2020-05-24,-52.64,,,-39,-12,-62,-55,-11,11
BR_SE,2020-05-24,-58.04,,,-60,-18,-61,-68,-24,14
BR_SP,2020-05-24,-56.96,,,-59,-7,-51,-46,-23,15
BR_TO,2020-05-24,-31.79,,,-51,-9,-32,-57,-14,13
BS,2020-05-16,,,,-92,-64,-75,-94,-73,34
BW,2020-05-16,,,,-39,-28,-15,-63,-15,24
BY,2020-05-16,,,,-24,-5,17,-22,-15,0
BZ,2020-05-16,,,,-35,-12,-24,-50,-29,12
CA,2020-05-24,-15.97,-70.79,-13.42,-40,-9,62,-47,-30,10
CA_AB,2020-05-24,-0.69,,,-33,-1,109,-40,-29,7
CA_BC,2020-05-24,-15.08,,,-45,-10,1,-55,-37,12
CA_MB,2020-05-24,-5.85,,,-28,-2,110,-44,-24,6
CA_NB,2020-05-24,20.04,,,-30,-16,67,-36,-23,7
CA_NL,2020-05-24,34.7,,,-35,-8,73,-57,-27,7
CA_NS,2020-05-24,5.23,,,-44,-23,26,-59,-33,12
CA_NT,2020-05-24,-25.07,,,-42,-10,,-35,-29,
CA_NU,2020-05-16,,,,-36,,,,-15,
CA_ON,2020-05-24,-24.18,,,-43,-14,92,-46,-33,10
CA_PE,2020-05-24,51.92,,,-38,-8,-37,,-25,13
CA_QC,2020-05-24,-20.64,,,-41,-9,66,-46,-25,11
CA_SK,2020-05-24,3.26,,,-32,-1,121,-28,-23,5
CA_YT,2020-05-24,31.01,,,-45,-26,,,-21,
CH,2020-05-24,6.42,-43.49,-10.66,-33,2,27,-27,-12,9
CH_AG,2020-05-24,6.75,,,-20,7,86,-2,-7,8
CH_AI,2020-05-15,,,,-80,,,,-5,
CH_AR,2020-05-24,32.87,,,-62,12,,-12,-3,
CH_BE,2020-05-24,27.02,,,-34,4,12,-29,-11,8
CH_BL,2020-05-24,2.19,,,-16,13,1,-17,-4,8
CH_BS,2020-05-24,-29.95,,,,,,,,
CH_FR,2020-05-24,27.62,,,-32,3,37,-20,-9,10
CH_GE,2020-05-24,-36.17,,,-43,-6,60,-54,-15,10
CH_GL,2020-05-24,74.21,,,-87,6,,-5,-15,
CH_GR,2020-05-24,31.21,,,-62,-21,-52,-64,-35,9
CH_JU,2020-05-24,31.24,,,-28,8,,-11,-4,15
CH_LU,2020-05-24,15.52,,,-28,6,10,-24,-11,8
CH_NE,2020-05-24,17.3,,,-29,-3,-2,-1,-12,17
CH_NW,2020-05-24,80.59,,,-62,0,-34,-39,-9,
CH_OW,2020-05-24,66.47,,,-83,-4,-49,-46,-19,
CH_SG,2020-05-24,17.91,,,-23,15,4,-5,-6,7
CH_SH,2020-05-24,37.61,,,-21,27,,-9,-6,2
CH_SO,2020-05-24,13.45,,,-27,11,-8,-18,-7,7
CH_SZ,2020-05-24,50.05,,,-15,13,46,-16,-10,12
CH_TG,2020-05-24,21.61,,,-26,7,73,-10,0,7
CH_TI,2020-05-24,33.43,,,-38,-2,-4,-31,-17,13
CH_UR,2020-05-16,,,,-74,0,,-52,-20,
CH_VD,2020-05-24,0.46,,,-34,-6,27,-25,-15,10
CH_VS,2020-05-24,21.47,,,-42,-7,-34,-51,-24,9
CH_ZG,2020-05-24,1.56,,,-21,3,,-21,-14,17
CH_ZH,2020-05-24,-5.22,,,-32,6,110,-31,-12,8
CI,2020-05-16,,,,-17,-7,-13,-22,1,10
CL,2020-05-24,-73.92,,-81.04,-68,-45,-69,-65,-38,25
CL_AI,2020-05-16,,,,-58,-29,-67,-79,-17,18
CL_AN,2020-05-24,-42.02,,,-64,-48,-75,-66,-36,22
CL_AP,2020-05-16,,,,-53,-27,-64,-54,-27,17
CL_AR,2020-05-24,-78.7,,,-65,-45,-69,-69,-28,24
CL_AT,2020-05-16,,,,-49,-26,-57,-65,-15,21
CL_BI,2020-05-24,-66.26,,,-54,-30,-63,-51,-21,21
CL_CO,2020-05-24,-67.53,,,-64,-42,-76,-66,-26,20
CL_LI,2020-05-24,-66.57,,,-52,-33,-59,-45,-19,21
CL_LL,2020-05-24,-68.78,,,-55,-37,-62,-56,-23,21
CL_LR,2020-05-24,-81.33,,,-65,-40,-76,-67,-27,23
CL_MA,2020-05-24,-62.48,,,-62,-44,-62,-80,-30,14
CL_ML,2020-05-24,-66.58,,,-51,-32,-58,-46,-14,21
CL_NB,2020-05-16,,,,-54,-42,-54,-77,-48,18
CL_RM,2020-05-24,-78.69,,,-79,-55,-71,-71,-53,29
CL_TA,2020-05-24,-73.55,,,-91,-81,-89,-79,-58,32
CL_VS,2020-05-24,-78.57,,,-64,-45,-75,-56,-29,20
CM,2020-05-16,,,,-14,-12,-18,-13,-1,8
CO,2020-05-24,-51.1,,-44.06,-68,-43,-59,-59,-40,23
CO_05,2020-05-16,,,,-66,-40,-54,-61,-35,21
CO_08,2020-05-16,,,,-75,-53,-66,-80,-51,24
CO_11,2020-05-16,,,,-65,-32,-48,-58,-42,26
CO_13,2020-05-16,,,,-75,-52,-72,-83,-47,22
CO_15,2020-05-16,,,,-70,-48,-69,-67,-35,23
CO_17,2020-05-16,,,,-76,-59,-62,-85,-39,23
CO_18,2020-05-16,,,,-60,-38,-54,,-30,21
CO_19,2020-05-16,,,,-74,-58,-55,-55,-37,23
CO_20,2020-05-16,,,,-68,-44,-52,-75,-33,20
CO_23,2020-05-16,,,,-66,-40,-44,-46,-29,19
CO_25,2020-05-16,,,,-75,-59,-69,-65,-39,27
CO_27,2020-05-16,,,,-73,-68,-47,-83,-43,15
CO_41,2020-05-16,,,,-85,-80,-77,,-54,27
CO_44,2020-05-16,,,,-77,-69,-64,-75,-47,24
CO_47,2020-05-16,,,,-84,-77,-81,-85,-55,25
CO_50,2020-05-16,,,,-67,-47,-52,-45,-34,23
CO_52,2020-05-16,,,,-71,-51,-56,-68,-36,21
CO_54,2020-05-16,,,,-65,-35,-57,-78,-33,19
CO_63,2020-05-16,,,,-84,-70,-76,-84,-55,27
CO_66,2020-05-16,,,,-67,-34,-62,-78,-40,23
CO_68,2020-05-16,,,,-84,-77,-74,-74,-59,28
CO_70,2020-05-16,,,,-69,-39,-56,-83,-26,19
CO_73,2020-05-16,,,,-73,-50,-58,-81,-38,22
CO_76,2020-05-16,,,,-59,-30,-55,-48,-36,20
CO_81,2020-05-16,,,,-72,-61,-62,-46,-38,12
CO_85,2020-05-16,,,,-65,-39,-53,-53,-25,22
CO_86,2020-05-16,,,,-80,-84,-76,-64,-54,19
CO_88,2020-05-16,,,,-89,-87,-81,-84,-64,
CO_91,2020-05-16,,,,-87,-46,-84,,-51,
CO_95,2020-05-16,,,,-84,-54,-67,,-26,
CO_99,2020-05-16,,,,-67,,-14,,-5,
CR,2020-05-16,,,,-53,-22,-55,-49,-30,18
CV,2020-05-16,,,,-49,-36,-50,-64,-38,16
CZ,2020-05-24,-0.52,-52.54,-55.34,-31,0,1,2,7,0
CZ_10,2020-05-16,,,,-46,-5,-16,-19,-2,-2
CZ_20,2020-05-24,39.76,,,-8,6,52,60,10,1
CZ_31,2020-05-24,52.6,,,-26,0,5,8,11,0
CZ_32,2020-05-24,28.43,,,-31,-5,4,28,5,-1
CZ_41,2020-05-24,1.28,,,-40,-6,-33,3,3,-1
CZ_42,2020-05-24,30.28,,,-29,11,15,27,12,-1
CZ_51,2020-05-24,20.16,,,-25,6,5,10,4,0
CZ_52,2020-05-24,23.24,,,-29,0,41,-11,9,0
CZ_53,2020-05-24,32.86,,,-30,3,12,-24,11,0
CZ_63,2020-05-24,54.4,,,-26,-3,36,9,11,1
CZ_64,2020-05-24,2.81,,,-26,0,-16,13,7,1
CZ_71,2020-05-24,21.07,,,-24,4,34,-15,9,0
CZ_72,2020-05-24,13.89,,,-23,-2,13,-2,7,2
CZ_80,2020-05-24,-2.9,,,-24,2,1,-5,11,0
DE,2020-05-24,0.28,-33.38,-23.2,-35,-6,53,-28,-5,5
DE_BB,2020-05-24,20.81,,,-20,4,97,-14,6,4
DE_BE,2020-05-16,,,,-43,-5,25,-36,-4,5
DE_BW,2020-05-24,-0.68,,,-39,-9,57,-28,-8,6
DE_BY,2020-05-24,1.45,,,-38,-6,30,-35,-10,6
DE_HB,2020-05-24,-14.08,,,-46,-9,20,-41,-10,6
DE_HE,2020-05-24,-2.63,,,-33,-7,76,-42,-4,5
DE_HH,2020-05-16,,,,-44,-8,27,-40,-10,6
DE_MV,2020-05-24,51.35,,,-30,-6,13,-22,1,3
DE_NI,2020-05-24,20.01,,,-31,-6,71,-20,-4,6
DE_NW,2020-05-24,-10.03,,,-34,-6,70,-28,-6,6
DE_RP,2020-05-24,16.27,,,-28,-4,65,-31,-7,5
DE_SH,2020-05-24,43.22,,,-34,-5,60,-20,-5,6
DE_SL,2020-05-24,14,,,-38,-12,67,-38,-13,6
DE_SN,2020-05-24,9.84,,,-27,-5,88,-15,13,1
DE_ST,2020-05-24,29.09,,,-32,-4,61,-22,8,2
DE_TH,2020-05-24,33.67,,,-27,-4,77,-5,9,1
DK,2020-05-24,7.6,-42.32,-24.68,-30,0,38,-37,-8,6
DO,2020-05-16,,,,-63,-40,-53,-73,-46,22
EC,2020-05-16,,,,-77,-61,-71,-74,-51,29
EE,2020-05-24,16.81,-33.16,-15.18,-30,-5,-5,-23,-13,4
EG,2020-05-24,-65.42,,-63.62,-48,2,-36,-42,-21,12
ES,2020-05-24,-56.55,-76.36,-73.08,-76,-31,-39,-59,-40,17
ES_AN,2020-05-24,-52.15,,,-73,-31,-42,-59,-35,15
ES_AR,2020-05-24,-39.72,,,-71,-23,-21,-52,-36,15
ES_AS,2020-05-24,-17.33,,,-66,-21,-4,-52,-32,12
ES_CB,2020-05-24,-15.6,,,-71,-26,-17,-45,-33,14
ES_CE,2020-05-16,,,,-71,-30,-47,-64,-35,4
ES_CL,2020-05-24,-52.89,,,-82,-36,-46,-58,-42,18
ES_CM,2020-05-24,-46.75,,,-80,-35,-53,-61,-39,19
ES_CN,2020-05-24,-70.87,,,-73,-33,-56,-66,-44,14
ES_CT,2020-05-24,-63.62,,,-81,-34,-55,-63,-45,21
ES_EX,2020-05-24,-44.73,,,-69,-25,-19,-38,-26,10
ES_GA,2020-05-24,-18.7,,,-67,-21,-14,-48,-30,12
ES_IB,2020-05-24,-33.89,,,-60,-24,-26,-56,-31,13
ES_MC,2020-05-24,-24.9,,,-67,-23,-28,-41,-27,12
ES_MD,2020-05-24,-68.89,,,-84,-32,-46,-66,-51,22
ES_ML,2020-05-16,,,,-67,-34,-23,-66,-24,19
ES_NC,2020-05-24,-34.39,,,-70,-16,-22,-60,-33,15
ES_PV,2020-05-24,-40.81,,,-72,-23,-13,-42,-40,18
ES_RI,2020-05-24,-42.85,,,-71,-27,-33,-55,-36,15
ES_VC,2020-05-24,-47.12,,,-79,-36,-46,-66,-43,20
FI,2020-05-24,22.93,-39.15,-12.86,-40,-9,38,-51,-15,6
FJ,2020-05-16,,,,-14,-1,-9,-18,-10,10
FR,2020-05-24,-18.87,-50.83,-53.87,-51,-12,-13,-43,-20,9
FR_ARA,2020-05-16,,,,-53,-16,-13,-51,-19,9
FR_BFC,2020-05-16,,,,-51,-14,6,-55,-13,8
FR_BRE,2020-05-24,10.1,,,-47,-9,49,-30,-14,7
FR_COR,2020-05-24,-0.39,,,-49,-14,-27,-40,-18,8
FR_CVL,2020-05-16,,,,-46,-12,-16,-49,-15,8
FR_GES,2020-05-16,,,,-50,-14,1,-43,-18,8
FR_HDF,2020-05-16,,,,-47,-11,3,-44,-16,8
FR_IDF,2020-05-24,-42.75,,,-59,-13,-41,-44,-33,11
FR_NAQ,2020-05-16,,,,-48,-10,1,-41,-14,8
FR_NOR,2020-05-16,,,,-44,-9,8,-47,-16,7
FR_OCC,2020-05-16,,,,-49,-12,-19,-43,-18,9
FR_PAC,2020-05-24,-4.01,,,-51,-11,-33,-45,-22,10
FR_PDL,2020-05-24,-2.72,,,-50,-13,26,-41,-14,7
GA,2020-05-16,,,,-27,-18,-20,-35,-12,17
GB,2020-05-24,-40.83,-74.48,-41.53,-74,-25,5,-58,-43,15
GB_ENG,2020-05-24,-39.95,,,,,,,,
GB_ENG_E06000001,2020-05-16,,,,-70,-22,-28,-22,-37,18
GB_ENG_E06000002,2020-05-16,,,,-72,-23,-4,-56,-35,20
GB_ENG_E06000003,2020-05-16,,,,-71,-20,29,-22,-38,20
GB_ENG_E06000004,2020-05-16,,,,-70,-27,12,-20,-36,14
GB_ENG_E06000005,2020-05-16,,,,-71,-27,-2,-49,-41,22
GB_ENG_E06000006,2020-05-16,,,,-66,-23,26,-36,-39,22
GB_ENG_E06000007,2020-05-16,,,,-73,-25,39,-49,-39,14
GB_ENG_E06000008,2020-05-16,,,,-71,-24,-42,-48,-37,22
GB_ENG_E06000009,2020-05-16,,,,-79,-21,10,-27,-43,19
GB_ENG_E06000010,2020-05-16,,,,-69,-25,8,-52,-38,13
GB_ENG_E06000011,2020-05-16,,,,-70,-20,15,-24,-39,14
GB_ENG_E06000012,2020-05-16,,,,-69,-20,-6,-36,-31,11
GB_ENG_E06000013,2020-05-16,,,,-62,-16,28,-22,-36,19
GB_ENG_E06000014,2020-05-16,,,,-80,-37,-43,-73,-55,26
GB_ENG_E06000015,2020-05-16,,,,-74,-22,33,-70,-41,15
GB_ENG_E06000016,2020-05-16,,,,-75,-25,15,-67,-35,14
GB_ENG_E06000017,2020-05-16,,,,-93,-39,-46,,-44,
GB_ENG_E06000018,2020-05-16,,,,-84,-30,4,-66,-45,14
GB_ENG_E06000019,2020-05-16,,,,-72,-26,24,-28,-37,21
GB_ENG_E06000021,2020-05-16,,,,-73,-21,41,-58,-40,14
GB_ENG_E06000022,2020-05-16,,,,-86,-33,-14,-57,-54,27
GB_ENG_E06000023,2020-05-16,,,,-82,-31,44,-71,-48,17
GB_ENG_E06000024,2020-05-16,,,,-71,-28,25,-65,-42,15
GB_ENG_E06000025,2020-05-16,,,,-71,-26,74,-39,-40,15
GB_ENG_E06000026,2020-05-16,,,,-76,-29,41,-46,-45,14
GB_ENG_E06000027,2020-05-16,,,,-75,-18,12,-36,-43,19
GB_ENG_E06000030,2020-05-16,,,,-74,-34,-32,-53,-39,14
GB_ENG_E06000031,2020-05-16,,,,-67,-26,-39,-52,-32,13
GB_ENG_E06000032,2020-05-16,,,,-64,-10,-24,-84,-35,15
GB_ENG_E06000033,2020-05-16,,,,-75,-21,29,-56,-45,24
GB_ENG_E06000034,2020-05-16,,,,-80,-30,1,-39,-35,14
GB_ENG_E06000035,2020-05-16,,,,-71,-18,29,-49,-39,14
GB_ENG_E06000036,2020-05-16,,,,-73,-25,12,-49,-42,27
GB_ENG_E06000037,2020-05-16,,,,-77,-30,22,-66,-45,26
GB_ENG_E06000038,2020-05-16,,,,-82,-30,28,-79,-46,29
GB_ENG_E06000039,2020-05-16,,,,-59,-22,36,-66,-39,26
GB_ENG_E06000040,2020-05-16,,,,-76,-24,-22,-50,-44,27
GB_ENG_E06000041,2020-05-16,,,,-67,-31,46,-52,-46,29
GB_ENG_E06000042,2020-05-16,,,,-75,-32,36,-64,-40,15
GB_ENG_E06000043,2020-05-16,,,,-80,-31,-2,-62,-55,17
GB_ENG_E06000044,2020-05-16,,,,-78,-28,54,-51,-45,14
GB_ENG_E06000045,2020-05-16,,,,-82,-19,-5,-56,-43,14
GB_ENG_E06000046,2020-05-16,,,,-69,-20,12,-51,-42,18
GB_ENG_E06000047,2020-05-16,,,,-69,-19,30,-36,-42,14
GB_ENG_E06000049,2020-05-16,,,,-72,-23,13,-58,-43,15
GB_ENG_E06000050,2020-05-16,,,,-80,-25,8,-57,-46,15
GB_ENG_E06000051,2020-05-16,,,,-73,-26,2,-41,-40,14
GB_ENG_E06000052,2020-05-16,,,,-69,-28,11,-29,-42,13
GB_ENG_E06000054,2020-05-16,,,,-71,-24,11,-41,-42,14
GB_ENG_E06000055,2020-05-16,,,,-73,-24,27,-47,-37,15
GB_ENG_E06000056,2020-05-16,,,,-67,-22,50,-45,-40,15
GB_ENG_E06000057,2020-05-16,,,,-70,-16,-8,-25,-42,14
GB_ENG_E06000059,2020-05-16,,,,-74,-24,30,-34,-45,14
GB_ENG_E08000003,2020-05-16,,,,-73,-25,-1,-65,-42,15
GB_ENG_E09000001,2020-05-16,,,,-78,-28,-2,-68,-49,18
GB_ENG_E10000002,2020-05-16,,,,-71,-26,41,-50,-42,16
GB_ENG_E10000003,2020-05-16,,,,-79,-28,10,-66,-44,15
GB_ENG_E10000006,2020-05-16,,,,-74,-27,-15,-51,-49,15
GB_ENG_E10000007,2020-05-16,,,,-73,-21,27,-33,-42,15
GB_ENG_E10000008,2020-05-16,,,,-74,-26,12,-43,-43,13
GB_ENG_E10000011,2020-05-16,,,,-72,-23,27,-36,-43,14
GB_ENG_E10000012,2020-05-16,,,,-71,-26,20,-65,-42,15
GB_ENG_E10000013,2020-05-16,,,,-76,-26,16,-42,-41,14
GB_ENG_E10000014,2020-05-16,,,,-73,-25,40,-44,-40,15
GB_ENG_E10000015,2020-05-16,,,,-72,-29,15,-58,-43,16
GB_ENG_E10000016,2020-05-16,,,,-73,-27,13,-47,-41,14
GB_ENG_E10000017,2020-05-16,,,,-70,-20,47,-47,-39,14
GB_ENG_E10000018,2020-05-16,,,,-72,-22,30,-50,-42,15
GB_ENG_E10000019,2020-05-16,,,,-71,-21,-1,-45,-38,13
GB_ENG_E10000020,2020-05-16,,,,-74,-26,-11,-51,-40,14
GB_ENG_E10000021,2020-05-16,,,,-73,-24,-1,-50,-36,14
GB_ENG_E10000023,2020-05-16,,,,-75,-22,-17,-46,-45,15
GB_ENG_E10000024,2020-05-16,,,,-71,-23,15,-38,-40,14
GB_ENG_E10000025,2020-05-16,,,,-78,-29,6,-62,-46,16
GB_ENG_E10000027,2020-05-16,,,,-73,-24,14,-36,-39,13
GB_ENG_E10000028,2020-05-16,,,,-71,-25,19,-48,-42,14
GB_ENG_E10000029,2020-05-16,,,,-73,-27,-4,-38,-40,14
GB_ENG_E10000030,2020-05-16,,,,-75,-27,14,-57,-45,16
GB_ENG_E10000031,2020-05-16,,,,-73,-22,9,-53,-42,14
GB_ENG_E10000032,2020-05-16,,,,-71,-25,28,-75,-42,15
GB_ENG_E10000034,2020-05-16,,,,-72,-26,38,-48,-42,14
GB_NIR,2020-05-24,-34.37,,,,,,,,
GB_NIR_N09000001,2020-05-16,,,,-63,-19,-44,-74,-41,25
GB_NIR_N09000002,2020-05-16,,,,-66,-21,-24,-61,-33,14
GB_NIR_N09000003,2020-05-16,,,,-74,-23,-39,-62,-47,16
GB_NIR_N09000004,2020-05-16,,,,-74,-14,-47,-53,-42,22
GB_NIR_N09000005,2020-05-16,,,,-65,-12,-49,-43,-43,21
GB_NIR_N09000006,2020-05-16,,,,-70,-15,-39,-46,-39,23
GB_NIR_N09000007,2020-05-16,,,,-72,-23,-53,-55,-44,26
GB_NIR_N09000008,2020-05-16,,,,-66,-15,-9,-57,-41,23
GB_NIR_N09000009,2020-05-16,,,,-64,-13,-59,-39,-36,23
GB_NIR_N09000010,2020-05-16,,,,-66,-14,-31,-35,-36,25
GB_NIR_N09000011,2020-05-16,,,,-64,-14,-34,-57,-44,24
GB_SCT,2020-05-24,-50.86,,,,,,,,
GB_SCT_S08000016,2020-05-16,,,,-73,-25,-26,-34,-43,21
GB_SCT_S08000017,2020-05-16,,,,-72,-21,-36,-57,-44,19
GB_SCT_S08000022,2020-05-16,,,,-76,-33,-37,-60,-46,15
GB_SCT_S08000025,2020-05-15,,,,-83,-40,,,-57,
GB_SCT_S08000026,2020-05-15,,,,-84,-49,,-46,-55,
GB_SCT_S08000029,2020-05-16,,,,-72,-18,-2,-44,-44,15
GB_WLS,2020-05-24,-51.4,,,,,,,,
GB_WLS_W11000024,2020-05-16,,,,-78,-27,-33,-40,-38,20
GB_WLS_W11000029,2020-05-16,,,,-80,-30,-32,-65,-49,17
GB_WLS_W11000031,2020-05-16,,,,-73,-31,-27,-65,-45,16
GE,2020-05-16,,,,-52,-27,-7,-44,-32,8
GH,2020-05-16,,,,-24,-9,-19,-24,6,11
GR,2020-05-24,-17.76,,-43.25,-44,7,65,-28,-18,7
GT,2020-05-16,,,,-89,-85,-74,-89,-70,35
GW,2020-05-16,,,,-50,-17,-21,,-7,
HK,2020-05-24,-37.43,,-51.12,-17,7,-12,-20,-10,10
HN,2020-05-16,,,,-82,-73,-62,-80,-56,25
HR,2020-05-24,-8.27,,-34.69,-18,5,30,-32,-10,1
HT,2020-05-16,,,,-27,-18,-10,-42,-14,6
HU,2020-05-24,-12.13,,-56.21,-29,-7,38,-24,-10,3
ID,2020-05-24,-46.71,,-62.57,-37,-8,-43,-53,-22,15
ID_AC,2020-05-16,,,,-18,3,-33,-48,-14,10
ID_BA,2020-05-16,,,,-48,-36,-69,-80,-36,19
ID_BB,2020-05-16,,,,-22,5,-37,-61,-12,12
ID_BE,2020-05-16,,,,-25,-7,-46,-59,-16,12
ID_BT,2020-05-16,,,,-32,-7,-33,-61,-22,16
ID_GO,2020-05-16,,,,-31,-13,-25,-37,-19,15
ID_JA,2020-05-16,,,,-25,-5,-29,-54,-17,11
ID_JB,2020-05-16,,,,-53,-2,-34,-47,-22,16
ID_JI,2020-05-16,,,,-27,-7,-42,-57,-21,15
ID_JK,2020-05-16,,,,-54,-14,-93,-60,-33,18
ID_JT,2020-05-16,,,,-21,-6,-39,-54,-17,14
ID_KB,2020-05-16,,,,-39,-10,-35,-50,-17,12
ID_KI,2020-05-16,,,,-33,-5,-31,-57,-9,11
ID_KR,2020-05-16,,,,-35,-13,-45,-73,-19,16
ID_KS,2020-05-16,,,,-38,-18,-48,-56,-16,16
ID_KT,2020-05-16,,,,-38,-20,-44,-47,-11,11
ID_KU,2020-05-16,,,,-31,0,-36,-50,-15,12
ID_LA,2020-05-16,,,,-22,3,-35,-46,-14,11
ID_MA,2020-05-16,,,,-32,-13,-22,-51,-16,11
ID_MU,2020-05-16,,,,-27,6,-29,-53,-7,10
ID_NB,2020-05-16,,,,-22,-4,-34,-56,-22,13
